dataset_name;letter;complexity_type;encoding_type;weighted_values;average_fscore;average_precision;average_recall;;weighted_average_fscore;weighted_average_precision;weighted_average_recall
bpic2011_f3;N;complex;weighted_edit_distance;5000% 0% 5000%;0,756;0,613;1,000;|;0,748;0,601;1,000
