dataset_name;letter;complexity_type;encoding_type;weighted_values;average_fscore;average_precision;average_recall;;weighted_average_fscore;weighted_average_precision;weighted_average_recall
bpic2015_4_f2;N;complex;weighted_edit_distance;5000% 0% 5000%;0,891;0,820;0,975;|;0,898;0,827;0,981
