dataset_name;letter;complexity_type;encoding_type;weighted_values;average_fscore;average_precision;average_recall;;weighted_average_fscore;weighted_average_precision;weighted_average_recall
bpic2015_5_f2;N;complex;weighted_edit_distance;5000% 0% 5000%;0,843;0,728;1,000;|;0,843;0,729;1,000
