dataset_name;letter;complexity_type;encoding_type;weighted_values;average_fscore;average_precision;average_recall;Unnamed: 8;weighted_average_fscore;weighted_average_precision;weighted_average_recall
bpic2015_2_f2;N;complex;edit_distance_lib;/;0,910;0,835;1,000;|;0,910;0,835;1,000
bpic2015_2_f2;N;complex;edit_distance_lib;/;0,819;0,751;0,900;|;0,821;0,753;0,903
bpic2015_2_f2;N;complex;weighted_edit_distance;3300% 3300% 3300%;0,819;0,751;0,900;|;0,821;0,753;0,903
bpic2015_2_f2;N;complex;weighted_edit_distance;3333% 3333% 3333%;0,910;0,835;1,000;|;0,910;0,835;1,000
bpic2015_2_f2;N;complex;weighted_edit_distance;5000% 5000% 0%;0,910;0,835;1,000;|;0,910;0,835;1,000
