dataset_name;letter;complexity_type;encoding_type;weighted_values;average_fscore;average_precision;average_recall;;weighted_average_fscore;weighted_average_precision;weighted_average_recall
bpic2015_3_f2;N;complex;weighted_edit_distance;5000% 5000% 0%;0,789;0,688;0,925;|;0,796;0,694;0,933
