prefix_length,num_cases,tp,fp,tn,fn,precision,recall,fscore
1,228,0,0,109,119,0,0.0,0
2,225,0,0,107,118,0,0.0,0
3,216,106,101,6,3,0.5120772946859904,0.9724770642201835,0.6708860759493672
4,211,101,101,6,3,0.5,0.9711538461538461,0.6601307189542484
5,205,178,198,0,0,0.4734042553191489,1.0,0.6425992779783394
6,199,164,185,0,0,0.4699140401146132,1.0,0.6393762183235868
7,198,164,183,0,0,0.47262247838616717,1.0,0.6418786692759295
8,196,160,183,0,0,0.46647230320699706,1.0,0.6361829025844931
9,195,163,194,0,0,0.4565826330532213,1.0,0.6269230769230769
10,195,163,194,0,0,0.4565826330532213,1.0,0.6269230769230769
11,193,160,194,0,0,0.4519774011299435,1.0,0.622568093385214
12,193,160,194,0,0,0.4519774011299435,1.0,0.622568093385214
13,192,158,194,0,0,0.44886363636363635,1.0,0.6196078431372549
14,191,157,194,0,0,0.4472934472934473,1.0,0.6181102362204725
15,191,157,194,0,0,0.4472934472934473,1.0,0.6181102362204725
16,191,157,194,0,0,0.4472934472934473,1.0,0.6181102362204725
17,190,157,192,0,0,0.4498567335243553,1.0,0.6205533596837944
18,190,157,192,0,0,0.4498567335243553,1.0,0.6205533596837944
19,189,155,192,0,0,0.44668587896253603,1.0,0.6175298804780877
20,187,85,102,0,0,0.45454545454545453,1.0,0.625
21,185,85,100,0,0,0.4594594594594595,1.0,0.6296296296296297
22,179,84,95,0,0,0.4692737430167598,1.0,0.6387832699619772
23,176,84,92,0,0,0.4772727272727273,1.0,0.6461538461538462
24,173,84,89,0,0,0.48554913294797686,1.0,0.6536964980544747
25,155,84,71,0,0,0.5419354838709678,1.0,0.7029288702928871
26,134,84,50,0,0,0.6268656716417911,1.0,0.7706422018348624
27,112,83,29,0,0,0.7410714285714286,1.0,0.8512820512820513
28,106,82,24,0,0,0.7735849056603774,1.0,0.8723404255319149
29,97,81,16,0,0,0.8350515463917526,1.0,0.9101123595505618
30,92,81,11,0,0,0.8804347826086957,1.0,0.9364161849710982
