complex with weighted_edit_distance	50.0%,50.0%,0%	Production	('balanced', 'entropy', None, 1, 0.2)	71.77	89.27	-1	27
complex with weighted_edit_distance	50.0%,50.0%,0%	bpic2015_2_f2	('balanced', 'entropy', None, 1, 0.1)	95.62	99.24	-1	30
complex with weighted_edit_distance	50.0%,50.0%,0%	bpic2015_3_f2	(None, 'entropy', None, 1, 0.1)	97.41	99.67	-1	28
complex with weighted_edit_distance	50.0%,50.0%,0%	bpic2015_4_f2	(None, 'entropy', None, 1, 0.1)	98.2	99.76	-1	15
complex with weighted_edit_distance	50.0%,50.0%,0%	bpic2015_5_f2	(None, 'gini', None, 1, 2)	90.03	99.91	-1	27
complex with weighted_edit_distance	50.0%,50.0%,0%	bpic2011_f1	(None, 'gini', 10, 1, 2)	89.02	93.61	-1	10
