prefix_length,num_cases,tp,fp,tn,fn,precision,recall,fscore
1,157,135,22,0,0,0.8598726114649682,1.0,0.9246575342465754
2,157,135,21,1,0,0.8653846153846154,1.0,0.9278350515463918
3,157,135,20,2,0,0.8709677419354839,1.0,0.9310344827586207
4,157,135,20,2,0,0.8709677419354839,1.0,0.9310344827586207
5,156,130,8,13,5,0.9420289855072463,0.9629629629629629,0.9523809523809523
6,155,122,8,12,13,0.9384615384615385,0.9037037037037037,0.920754716981132
7,154,124,12,7,11,0.9117647058823529,0.9185185185185185,0.915129151291513
8,154,118,4,15,17,0.9672131147540983,0.8740740740740741,0.9182879377431906
9,143,121,3,6,13,0.9758064516129032,0.9029850746268657,0.937984496124031
10,135,121,3,2,9,0.9758064516129032,0.9307692307692308,0.952755905511811
11,124,45,1,2,76,0.9782608695652174,0.371900826446281,0.5389221556886227
12,113,0,0,0,0,0,0,0
