prefix_length,num_cases,tp,fp,tn,fn,precision,recall,fscore
1,228,76,115,36,1,0.39790575916230364,0.987012987012987,0.5671641791044775
2,227,76,114,36,1,0.4,0.987012987012987,0.5692883895131087
3,218,76,114,27,1,0.4,0.987012987012987,0.5692883895131087
4,213,75,114,22,2,0.3968253968253968,0.974025974025974,0.5639097744360902
5,207,75,114,16,2,0.3968253968253968,0.974025974025974,0.5639097744360902
6,200,72,114,9,5,0.3870967741935484,0.935064935064935,0.5475285171102662
7,200,72,114,9,5,0.3870967741935484,0.935064935064935,0.5475285171102662
8,198,72,112,9,5,0.391304347826087,0.935064935064935,0.5517241379310345
9,198,72,112,9,5,0.391304347826087,0.935064935064935,0.5517241379310345
10,198,72,112,9,5,0.391304347826087,0.935064935064935,0.5517241379310345
11,195,72,112,6,5,0.391304347826087,0.935064935064935,0.5517241379310345
12,195,72,110,8,5,0.3956043956043956,0.935064935064935,0.555984555984556
13,194,72,110,7,5,0.3956043956043956,0.935064935064935,0.555984555984556
14,192,72,110,6,4,0.3956043956043956,0.9473684210526315,0.5581395348837208
15,192,70,110,6,6,0.3888888888888889,0.9210526315789473,0.5468750000000001
16,192,69,109,7,7,0.38764044943820225,0.9078947368421053,0.5433070866141733
17,192,69,106,10,7,0.3942857142857143,0.9078947368421053,0.549800796812749
18,192,66,106,10,10,0.38372093023255816,0.868421052631579,0.532258064516129
19,191,65,105,10,11,0.38235294117647056,0.8552631578947368,0.5284552845528456
20,191,65,105,10,11,0.38235294117647056,0.8552631578947368,0.5284552845528456
21,191,63,105,10,13,0.375,0.8289473684210527,0.5163934426229508
22,190,0,0,0,0,0,0,0
23,190,0,0,0,0,0,0,0
24,189,0,0,0,0,0,0,0
25,189,0,0,0,0,0,0,0
26,189,0,0,0,0,0,0,0
27,185,0,0,0,0,0,0,0
28,184,0,0,0,0,0,0,0
29,182,0,0,0,0,0,0,0
30,182,0,0,0,0,0,0,0
31,178,0,0,0,0,0,0,0
32,175,0,0,0,0,0,0,0
33,172,0,0,0,0,0,0,0
34,170,0,0,0,0,0,0,0
35,168,0,0,0,0,0,0,0
36,165,0,0,0,0,0,0,0
37,160,0,0,0,0,0,0,0
38,159,0,0,0,0,0,0,0
39,157,0,0,0,0,0,0,0
40,157,0,0,0,0,0,0,0
