prefix_length,num_cases,tp,fp,tn,fn,precision,recall,fscore
1,140,104,34,2,0,0.7536231884057971,1.0,0.859504132231405
2,140,103,34,2,1,0.7518248175182481,0.9903846153846154,0.854771784232365
3,140,103,34,2,1,0.7518248175182481,0.9903846153846154,0.854771784232365
4,138,102,34,0,2,0.75,0.9807692307692307,0.8499999999999999
5,138,102,34,0,2,0.75,0.9807692307692307,0.8499999999999999
6,138,100,34,0,4,0.746268656716418,0.9615384615384616,0.8403361344537815
7,138,99,34,0,5,0.7443609022556391,0.9519230769230769,0.8354430379746834
8,138,99,34,0,5,0.7443609022556391,0.9519230769230769,0.8354430379746834
9,138,94,34,0,10,0.734375,0.9038461538461539,0.810344827586207
10,137,92,34,0,11,0.7301587301587301,0.8932038834951457,0.8034934497816594
11,136,91,34,0,11,0.728,0.8921568627450981,0.8017621145374448
12,134,91,34,0,9,0.728,0.91,0.8088888888888889
13,133,89,34,0,10,0.7235772357723578,0.898989898989899,0.8018018018018018
14,128,88,34,0,6,0.7213114754098361,0.9361702127659575,0.8148148148148149
15,126,87,33,1,5,0.725,0.9456521739130435,0.820754716981132
16,125,87,33,1,4,0.725,0.9560439560439561,0.8246445497630331
17,125,87,33,1,4,0.725,0.9560439560439561,0.8246445497630331
18,123,87,33,1,2,0.725,0.9775280898876404,0.832535885167464
19,122,0,0,0,0,0,0,0
20,120,0,0,0,0,0,0,0
21,120,0,0,0,0,0,0,0
22,120,0,0,0,0,0,0,0
23,120,0,0,0,0,0,0,0
24,120,0,0,0,0,0,0,0
25,120,0,0,0,0,0,0,0
26,118,0,0,0,0,0,0,0
27,116,0,0,0,0,0,0,0
28,115,0,0,0,0,0,0,0
29,115,0,0,0,0,0,0,0
30,115,0,0,0,0,0,0,0
31,114,0,0,0,0,0,0,0
32,112,0,0,0,0,0,0,0
33,108,0,0,0,0,0,0,0
34,105,0,0,0,0,0,0,0
35,103,0,0,0,0,0,0,0
36,102,0,0,0,0,0,0,0
37,101,0,0,0,0,0,0,0
