prefix_length,num_cases,tp,fp,tn,fn,precision,recall,fscore
1,157,133,24,0,0,0.8471337579617835,1.0,0.9172413793103449
2,157,127,22,2,6,0.8523489932885906,0.9548872180451128,0.900709219858156
3,157,133,24,0,0,0.8471337579617835,1.0,0.9172413793103449
4,157,129,24,0,4,0.8431372549019608,0.9699248120300752,0.9020979020979021
5,157,118,23,1,15,0.8368794326241135,0.8872180451127819,0.8613138686131386
6,157,118,23,1,15,0.8368794326241135,0.8872180451127819,0.8613138686131386
7,157,130,24,0,3,0.8441558441558441,0.9774436090225563,0.9059233449477351
8,154,118,24,0,12,0.8309859154929577,0.9076923076923077,0.8676470588235293
9,152,118,24,0,10,0.8309859154929577,0.921875,0.874074074074074
10,142,106,23,1,12,0.8217054263565892,0.8983050847457628,0.8582995951417005
11,129,74,21,2,32,0.7789473684210526,0.6981132075471698,0.7363184079601991
12,109,4,2,21,82,0.6666666666666666,0.046511627906976744,0.08695652173913045
13,93,31,9,14,39,0.775,0.44285714285714284,0.5636363636363636
14,82,0,0,0,0,0,0,0
