prefix_length,num_cases,tp,fp,tn,fn,precision,recall,fscore
1,157,22,135,0,0,0.14012738853503184,1.0,0.24581005586592178
2,157,22,135,0,0,0.14012738853503184,1.0,0.24581005586592178
3,157,22,135,0,0,0.14012738853503184,1.0,0.24581005586592178
4,157,21,135,0,1,0.1346153846153846,0.9545454545454546,0.23595505617977527
5,156,20,135,0,1,0.12903225806451613,0.9523809523809523,0.22727272727272724
6,155,19,135,0,1,0.12337662337662338,0.95,0.21839080459770116
7,154,19,126,9,0,0.1310344827586207,1.0,0.23170731707317074
8,154,7,118,17,12,0.056,0.3684210526315789,0.09722222222222222
9,143,5,130,4,4,0.037037037037037035,0.5555555555555556,0.06944444444444445
10,135,3,121,9,2,0.024193548387096774,0.6,0.046511627906976744
11,124,1,45,76,2,0.021739130434782608,0.3333333333333333,0.04081632653061224
12,113,0,0,0,0,0,0,0
