prefix_length,num_cases,tp,fp,tn,fn,precision,recall,fscore
1,157,135,22,0,0,0.8598726114649682,1.0,0.9246575342465754
2,157,135,22,0,0,0.8598726114649682,1.0,0.9246575342465754
3,157,135,21,1,0,0.8653846153846154,1.0,0.9278350515463918
4,157,135,20,2,0,0.8709677419354839,1.0,0.9310344827586207
5,156,134,8,13,1,0.9436619718309859,0.9925925925925926,0.9675090252707581
6,155,132,8,12,3,0.9428571428571428,0.9777777777777777,0.9600000000000001
7,154,127,5,14,8,0.9621212121212122,0.9407407407407408,0.951310861423221
8,154,127,4,15,8,0.9694656488549618,0.9407407407407408,0.9548872180451129
9,143,130,5,4,4,0.9629629629629629,0.9701492537313433,0.966542750929368
10,135,121,3,2,9,0.9758064516129032,0.9307692307692308,0.952755905511811
11,124,94,3,0,27,0.9690721649484536,0.7768595041322314,0.8623853211009175
12,113,0,0,0,0,0,0,0
13,97,0,0,0,0,0,0,0
14,77,0,0,0,0,0,0,0
