dataset_name;letter;complexity_type;encoding_type;weighted_values;prefix_length;precision;fscore
bpic2012_accepted;N;complex;unknown;;1.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;2.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;3.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;4.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;5.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;6.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;7.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;8.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;9.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;10.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;11.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;12.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;13.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;14.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;15.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;16.0;0.4855923159018143;0.6537356321839081
bpic2012_accepted;N;complex;unknown;;17.0;0.4737991266375546;0.642962962962963
bpic2012_accepted;N;complex;unknown;;18.0;0.473224043715847;0.6424332344213649
bpic2012_accepted;N;complex;unknown;;19.0;0.4626532887402452;0.6326219512195121
bpic2012_accepted;N;complex;unknown;;20.0;0.4614525139664804;0.6314984709480123
bpic2012_accepted;N;complex;unknown;;21.0;0.4472477064220183;0.618066561014263
bpic2012_accepted;N;complex;unknown;;22.0;0.4421296296296296;0.6131621187800963
bpic2012_accepted;N;complex;unknown;;23.0;0.4313253012048192;0.6026936026936027
bpic2012_accepted;N;complex;unknown;;24.0;0.4201474201474201;0.5916955017301039
bpic2012_accepted;N;complex;unknown;;25.0;0.422077922077922;0.593607305936073
bpic2012_accepted;N;complex;unknown;;26.0;0.4148936170212766;0.5864661654135339
bpic2012_accepted;N;complex;unknown;;27.0;0.415014164305949;0.5865865865865866
bpic2012_accepted;N;complex;unknown;;28.0;0.4037900874635568;0.5752855659397715
bpic2012_accepted;N;complex;unknown;;29.0;0.4003115264797507;0.5717463848720801
bpic2012_accepted;N;complex;unknown;;30.0;0.3834951456310679;0.5543859649122806
