dataset_name;letter;complexity_type;encoding_type;weighted_values;prefix_length;precision;fscore
bpic2015_3_f2;N;complex;unknown;;1.0;0.7481203007518797;0.8559139784946237
bpic2015_3_f2;N;complex;unknown;;2.0;0.7481203007518797;0.8559139784946237
bpic2015_3_f2;N;complex;unknown;;3.0;0.7481203007518797;0.8559139784946237
bpic2015_3_f2;N;complex;unknown;;4.0;0.7481203007518797;0.8559139784946237
bpic2015_3_f2;N;complex;unknown;;5.0;0.7509433962264151;0.8577586206896552
bpic2015_3_f2;N;complex;unknown;;6.0;0.75;0.8571428571428571
bpic2015_3_f2;N;complex;unknown;;7.0;0.7490494296577946;0.8565217391304348
bpic2015_3_f2;N;complex;unknown;;8.0;0.7471264367816092;0.8552631578947367
bpic2015_3_f2;N;complex;unknown;;9.0;0.7471264367816092;0.8552631578947367
bpic2015_3_f2;N;complex;unknown;;10.0;0.7461538461538462;0.8546255506607929
bpic2015_3_f2;N;complex;unknown;;11.0;0.7431906614785992;0.8526785714285714
bpic2015_3_f2;N;complex;unknown;;12.0;0.7431906614785992;0.8526785714285714
bpic2015_3_f2;N;complex;unknown;;13.0;0.7431906614785992;0.8526785714285714
bpic2015_3_f2;N;complex;unknown;;14.0;0.7421875;0.852017937219731
bpic2015_3_f2;N;complex;unknown;;15.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;16.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;17.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;18.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;19.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;20.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;21.0;0.7401574803149606;0.8506787330316742
bpic2015_3_f2;N;complex;unknown;;22.0;0.7401574803149606;0.8506787330316742
bpic2015_3_f2;N;complex;unknown;;23.0;0.7391304347826086;0.85
bpic2015_3_f2;N;complex;unknown;;24.0;0.7370517928286853;0.8486238532110092
bpic2015_3_f2;N;complex;unknown;;25.0;0.7389558232931727;0.8498845265588915
bpic2015_3_f2;N;complex;unknown;;26.0;0.7389558232931727;0.8498845265588915
bpic2015_3_f2;N;complex;unknown;;27.0;0.7379032258064516;0.8491879350348028
bpic2015_3_f2;N;complex;unknown;;28.0;0.7408906882591093;0.8511627906976744
bpic2015_3_f2;N;complex;unknown;;29.0;0.7439024390243902;0.8531468531468531
bpic2015_3_f2;N;complex;unknown;;30.0;0.7428571428571429;0.8524590163934427
bpic2015_3_f2;N;complex;unknown;;31.0;0.7418032786885246;0.8517647058823529
bpic2015_3_f2;N;complex;unknown;;32.0;0.7407407407407407;0.851063829787234
bpic2015_3_f2;N;complex;unknown;;33.0;0.75;0.8571428571428571
bpic2015_3_f2;N;complex;unknown;;34.0;0.75;0.8571428571428571
bpic2015_3_f2;N;complex;unknown;;35.0;0.75;0.8571428571428571
bpic2015_3_f2;N;complex;unknown;;36.0;0.75;0.8571428571428571
bpic2015_3_f2;N;complex;unknown;;37.0;0.7402597402597403;0.8507462686567165
bpic2015_3_f2;N;complex;unknown;;38.0;0.7456140350877193;0.8542713567839196
bpic2015_3_f2;N;complex;unknown;;39.0;0.7387387387387387;0.8497409326424871
bpic2015_3_f2;N;complex;unknown;;40.0;0.0;0.0
bpic2015_3_f2;N;complex;unknown;;1.0;0.7481203007518797;0.8559139784946237
bpic2015_3_f2;N;complex;unknown;;2.0;0.7481203007518797;0.8559139784946237
bpic2015_3_f2;N;complex;unknown;;3.0;0.7481203007518797;0.8559139784946237
bpic2015_3_f2;N;complex;unknown;;4.0;0.7481203007518797;0.8559139784946237
bpic2015_3_f2;N;complex;unknown;;5.0;0.7509433962264151;0.8577586206896552
bpic2015_3_f2;N;complex;unknown;;6.0;0.75;0.8571428571428571
bpic2015_3_f2;N;complex;unknown;;7.0;0.7490494296577946;0.8565217391304348
bpic2015_3_f2;N;complex;unknown;;8.0;0.7471264367816092;0.8552631578947367
bpic2015_3_f2;N;complex;unknown;;9.0;0.7471264367816092;0.8552631578947367
bpic2015_3_f2;N;complex;unknown;;10.0;0.7461538461538462;0.8546255506607929
bpic2015_3_f2;N;complex;unknown;;11.0;0.7431906614785992;0.8526785714285714
bpic2015_3_f2;N;complex;unknown;;12.0;0.7431906614785992;0.8526785714285714
bpic2015_3_f2;N;complex;unknown;;13.0;0.7431906614785992;0.8526785714285714
bpic2015_3_f2;N;complex;unknown;;14.0;0.7421875;0.852017937219731
bpic2015_3_f2;N;complex;unknown;;15.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;16.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;17.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;18.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;19.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;20.0;0.7411764705882353;0.8513513513513514
bpic2015_3_f2;N;complex;unknown;;21.0;0.7401574803149606;0.8506787330316742
bpic2015_3_f2;N;complex;unknown;;22.0;0.7401574803149606;0.8506787330316742
bpic2015_3_f2;N;complex;unknown;;23.0;0.7391304347826086;0.85
bpic2015_3_f2;N;complex;unknown;;24.0;0.7370517928286853;0.8486238532110092
bpic2015_3_f2;N;complex;unknown;;25.0;0.7389558232931727;0.8498845265588915
